OBJECTID,ROUTE ID,BEGIN MILE,END MILE,BEGIN REFERENCE POINT,END REFERENCE POINT,DEPARTMENTAL ROUTE,ROUTE NAME,SIGNED ROUTE,SYSTEM,FUNCTIONAL CLASS,ROUTE CATEGORY,STATE MAINTAINED,MAINTENANCE SECTION,STATE RESPONSIBLE,SURFACE TYPE,SURFACE WIDTH,THROUGH LANES,SPEED LIMIT,DIVIDED,ONE WAY,COINCIDENT,SEASONAL,CITY,URBAN AREA,MPO,RESERVATION,NATIONAL PARK,COUNTY,MAINTENANCE DIVISION,FINANCIAL DISTRICT,ADMINISTRATIVE DISTRICT,JUNCTION DESCRIPTION,DESCRIPTION,RECORD LENGTH (MI),CENTERLINE MILEAGE,Shape__Length
3090,C000020A,51.0499,51.3066,051+0.4718,051+0.7285,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,81,4,35,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT U-10402/U-10412(14TH ST),AADT CHANGE/JCT U-10402/U-10412(14TH ST),0.256700000000002,0.256700000000002,614.241008867867
3091,C000020A,51.3066,51.3427,051+0.7285,051+0.7646,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,81,4,35,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT U-10405(LINCOLN AVE),AADT CHANGE/JCT U-10405(LINCOLN AVE),0.0360999999999976,0.0360999999999976,86.5725226648755
3092,C000020A,51.3427,51.4158,051+0.7646,051+0.8377,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,81,4,25,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 25 MPH SPEED LIMIT,0.0730999999999966,0.0730999999999966,174.865846751771
3093,C000020A,51.4158,51.6651,051+0.8377,052+0.0766,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,60,2,25,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 2 LANES/SURFACE WIDTH CHANGE,0.249300000000005,0.249300000000005,597.115031132693
3094,C000020A,51.6651,51.9511,052+0.0766,052+0.3626,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,60,2,25,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT U-10404 (5TH ST),AADT CHANGE/JCT U-10404 (5TH ST),0.285999999999994,0.285999999999994,684.985656669374
3095,C000020A,51.9511,52.0246,052+0.3626,052+0.4360,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,60,2,25,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT U-10406 (MAIN ST),AADT CHANGE/JCT U-10406 (MAIN ST),0.0735000000000028,0.0735000000000028,175.871139056244
3096,C000020A,52.0246,52.1542,052+0.4360,052+0.5656,N-20A,CENTRAL AVE,MT-16/MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,60,2,25,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT U-10409 (2ND ST),AADT CHANGE/JCT U-10409 (2ND ST),0.129600000000003,0.129600000000003,310.416453916708
3097,C000020A,52.1542,52.2056,052+0.5656,052+0.6171,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,68,4,25,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT N-62/U-10408(HOLLY ST),LV MT-16/MT-200 / ENT MT-200/BEGIN 4 LANES/SURFACE WIDTH CHANGE/AADT CHANGE/JCT N-62/U-10408(HOLLY ST),0.0513999999999939,0.0513999999999939,123.167525357164
3098,C000020A,52.2056,52.4437,052+0.6171,052+0.8551,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,68,4,35,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,0.238100000000003,0.238100000000003,570.273621168423
3099,C000020A,52.4437,52.8108,052+0.8551,053+0.2144,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,68,4,45,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,0.367100000000001,0.367100000000001,879.266378799819
3100,C000020A,52.8108,52.8883,053+0.2144,053+0.2919,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,68,4,45,,,,,Sidney,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,0.0775000000000006,0.0775000000000006,185.792996942575
3101,C000020A,52.8883,52.9788,053+0.2919,053+0.3824,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,68,4,45,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,LV SIDNEY URBAN AREA/LV SIDNEY CITY LIMITS,0.0904999999999987,0.0904999999999987,216.708433950664
3102,C000020A,52.9788,53.0068,053+0.3824,053+0.4104,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,45,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 2 LANES/SURFACE WIDTH CHANGE,0.0279999999999987,0.0279999999999987,67.028979524677
3103,C000020A,53.0068,53.2502,053+0.4104,053+0.6538,N-20A,CENTRAL AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,55,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 55 MPH SPEED LIMIT,0.243400000000001,0.243400000000001,583.213068808746
3104,C000020A,53.2502,54.4132,053+0.6538,054+0.8185,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,55,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,LV CENTRAL AVE,1.163,1.163,2786.51955551915
3105,C000020A,54.4132,55.4332,054+0.8185,055+0.8263,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,65,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 65 MPH SPEED LIMIT,1.02,1.02,2444.79895798186
3106,C000020A,55.4332,60.277,055+0.8263,060+0.7054,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,65,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,4.8438,4.8438,11614.4979843712
3107,C000020A,60.277,61.7763,060+0.7054,062+0.1715,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,65,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,1.4993,1.4993,3595.64705534909
3108,C000020A,61.7763,61.912,062+0.1715,062+0.3072,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,40,2,55,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 55 MPH SPEED LIMIT,0.1357,0.1357,325.570554451511
3109,C000020A,61.912,61.9922,062+0.3072,062+0.3874,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,55,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 4 LANES/SURFACE WIDTH CHANGE,0.0801999999999978,0.0801999999999978,192.519715718384
3110,C000020A,61.9922,62.1339,062+0.3874,062+0.5291,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,45,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,0.1417,0.1417,340.100766053131
3111,C000020A,62.1339,62.1381,062+0.5291,062+0.5333,N-20A,,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,45,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,ENT FAIRVIEW CITY LIMITS,0.00420000000000442,0.00420000000000442,9.94879845394924
3112,C000020A,62.1381,62.2072,062+0.5333,062+0.6024,N-20A,W 9TH ST,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,45,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,ENT W 9TH ST/AADT CHANGE,0.0690999999999988,0.0690999999999988,165.793886511312
3113,C000020A,62.2072,62.3805,062+0.6024,062+0.7758,N-20A,W 9TH ST,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,35,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,0.173299999999998,0.173299999999998,415.403216427283
3114,C000020A,62.3805,62.7561,062+0.7758,063+0.1771,N-20A,W 9TH ST,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,25,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 25 MPH SPEED LIMIT,0.375600000000006,0.375600000000006,899.702445902593
3115,C000020A,62.7561,63.1782,063+0.1771,063+0.5991,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,25,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,LV W 9TH ST/ENT ELLERY AVE/AADT CHANGE,0.422099999999993,0.422099999999993,1013.69805543068
3116,C000020A,63.1782,63.3149,063+0.5991,063+0.7359,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,25,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,AADT CHANGE,0.136700000000005,0.136700000000005,328.644927648512
3117,C000020A,63.3149,63.4444,063+0.7359,063+0.8653,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,25,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,JCT P-201,AADT CHANGE/JCT P-201,0.1295,0.1295,310.953729758961
3118,C000020A,63.4444,63.4542,063+0.8653,063+0.8751,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,64,4,35,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,0.00979999999999848,0.00979999999999848,23.5118870793384
3119,C000020A,63.4542,63.4636,063+0.8751,063+0.8846,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,26,2,35,,,,,Fairview,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 2 LANES/SURFACE WIDTH CHANGE,0.00939999999999941,0.00939999999999941,22.7405768144722
3120,C000020A,63.4636,63.5415,063+0.8846,063+0.9624,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,26,2,35,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,LV FAIRVIEW CITY LIMITS,0.0778999999999996,0.0778999999999996,187.124489160396
3121,C000020A,63.5415,63.8043,063+0.9624,064+0.1812,N-20A,ELLERY AVE,MT-200,NI-NHS,3-Principal Arterial - Other,Road,Yes,4311,Yes,Asphalt,26,2,45,,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,0.262799999999999,0.262799999999999,630.684385037053
3124,C000020D,49.4415,49.5734,049+0.4415,049+0.5734,N-20D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,,,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,ENT N-20D/ENT RICHLAND CO/BEGIN DIVIDED ROADWAY/ENT MILES CITY MAINT DIV/ENT GLENDIVE FINANCIAL DIST/ENT GLENDIVE ADMINISTRATIVE DIST,0.131900000000002,0,315.735822169631
3125,C000020D,49.5734,49.8104,049+0.5734,049+0.8104,N-20D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,,Sidney,,,,RICHLAND,MILES CITY,GLENDIVE,GLENDIVE,,ENT SIDNEY URBAN AREA,0.237000000000002,0,567.27698886694
3128,C000021A,0,0.0831,000+0.0000,000+0.0831,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,42,2,70,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,ENT P-21A/ENT BR I-15,0.0831,0.0831,200.148185166584
3129,C000021A,0.0831,0.4668,000+0.0831,000+0.4668,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,42,2,70,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,JCT I-15 ON RAMP MIDWAY INTERCHANGE,JCT I-15 ON RAMP MIDWAY INTERCHANGE,0.3837,0.3837,923.754475584597
3130,C000021A,0.4668,0.6008,000+0.4668,000+0.6008,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,38,2,70,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.134,0.134,321.941374385411
3131,C000021A,0.6008,0.877,000+0.6008,000+0.8770,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,38,2,70,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,AADT CHANGE,0.2762,0.2762,664.92141277295
3132,C000021A,0.877,2.988,000+0.8770,003+0.1050,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,30,2,70,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,2.111,2.111,5091.04675709981
3133,C000021A,2.988,3.1349,003+0.1050,003+0.2518,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,30,2,45,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 45 MPH SPEED LIMIT,0.1469,0.1469,354.163512228746
3134,C000021A,3.1349,3.2883,003+0.2518,003+0.4052,P-21A,BUSINESS RTE 15,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,30,2,45,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,JCT S-219,AADT CHANGE/JCT S-219,0.1534,0.1534,370.54788607445
3135,C000021A,3.2883,3.5208,003+0.4052,003+0.6377,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,30,2,45,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,LV BUSINESS RTE 15/ENT S MAIN ST,0.2325,0.2325,561.465997923525
3136,C000021A,3.5208,3.5497,003+0.6377,003+0.6667,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,30,2,35,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 35 MPH SPEED LIMIT,0.0289000000000001,0.0289000000000001,69.9085740181196
3137,C000021A,3.5497,3.6176,003+0.6667,003+0.7345,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,24,2,35,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.0678999999999998,0.0678999999999998,163.925689942015
3138,C000021A,3.6176,3.6505,003+0.7345,003+0.7675,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,36,2,35,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.0329000000000002,0.0329000000000002,79.5530794635318
3139,C000021A,3.6505,3.6644,003+0.7675,003+0.7814,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,36,2,25,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 25 MPH SPEED LIMIT,0.0139,0.0139,33.5301813843511
3140,C000021A,3.6644,3.6865,003+0.7814,003+0.8034,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,36,2,25,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,ENT CONRAD CITY LIMITS,0.0221,0.0221,53.2560875954644
3141,C000021A,3.6865,3.9999,003+0.8034,004+0.2088,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,41,2,25,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.3134,0.3134,757.167847843224
3142,C000021A,3.9999,4.1467,004+0.2088,004+0.3555,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,41,2,25,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,JCT S-534,AADT CHANGE/JCT S-534,0.1468,0.1468,354.605122287671
3143,C000021A,4.1467,4.3779,004+0.3555,004+0.5867,P-21A,S MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,53,2,25,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.2312,0.2312,558.436419086013
3144,C000021A,4.3779,4.5244,004+0.5867,004+0.7333,P-21A,N MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,53,2,25,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,JCT S-218,LV S MAIN ST/ENT N MAIN ST/AADT CHANGE/JCT S-218,0.1465,0.1465,354.172721947763
3145,C000021A,4.5244,4.7046,004+0.7333,004+0.9135,P-21A,N MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,41,2,25,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE,0.1802,0.1802,435.370857565035
3146,C000021A,4.7046,4.7303,004+0.9135,005+0.0065,P-21A,N MAIN ST,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,48,2,35,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,SURFACE WIDTH CHANGE/BEGIN 35 MPH SPEED LIMIT,0.0256999999999996,0.0256999999999996,61.9577684864212
3147,C000021A,4.7303,4.8155,005+0.0065,005+0.0917,P-21A,OLD HIGHWAY 91,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,48,2,35,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,LV N MAIN ST/ENT OLD HIGHWAY 91/AADT CHANGE,0.0852000000000004,0.0852000000000004,205.715828375197
3148,C000021A,4.8155,4.8993,005+0.0917,005+0.1755,P-21A,OLD HIGHWAY 91,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,48,2,45,,,,,Conrad,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,BEGIN 45 MPH SPEED LIMIT,0.0838000000000001,0.0838000000000001,202.149986055208
3149,C000021A,4.8993,4.9951,005+0.1755,005+0.2713,P-21A,OLD HIGHWAY 91,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,48,2,45,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,,LV CONRAD CITY LIMITS,0.0957999999999997,0.0957999999999997,230.943870698472
3150,C000021A,4.9951,5.0664,005+0.2713,005+0.3427,P-21A,OLD HIGHWAY 91,BR I-15,Primary,4-Minor Arterial,Road,Yes,3207,Yes,Asphalt,48,2,45,,,,,,,,,,PONDERA,HAVRE,GREAT FALLS,GREAT FALLS,JCT I-15 ON RAMP N CONRAD INTERCHANGE,JCT I-15 ON RAMP N CONRAD INTERCHANGE,0.0712999999999999,0.0712999999999999,172.08530843249
3152,C000022A,0,0.0313,000+0.0000,000+0.0313,P-22A,1ST AVE E,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Concrete,56,2,25,,,,,Scobey,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,JCT P-32 IN SCOBEY,ENT P-22A/ENT MT-5/,0.0313,0.0313,76.3540554514923
3153,C000022A,0.0313,0.2763,000+0.0313,000+0.2763,P-22A,1ST AVE E,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,46,2,25,,,,,Scobey,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN ASPHALT SURFACE/SURFACE WIDTH CHANGE,0.245,0.245,597.636943107662
3154,C000022A,0.2763,0.2844,000+0.2763,000+0.2844,P-22A,1ST AVE E,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,46,2,25,,,,,Scobey,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,0.0081,0.0081,19.5221976950464
3155,C000022A,0.2844,0.3472,000+0.2844,000+0.3472,P-22A,1ST AVE E,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,46,2,35,,,,,Scobey,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN 35 MPH SPEED LIMIT,0.0628,0.0628,153.281068080453
3156,C000022A,0.3472,0.5194,000+0.3472,000+0.5194,P-22A,1ST AVE E,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,35,,,,,Scobey,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,0.1722,0.1722,419.911901019906
3157,C000022A,0.5194,0.5228,000+0.5194,000+0.5228,P-22A,1ST AVE E,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,35,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,LV SCOBEY CITY LIMITS,0.00340000000000007,0.00340000000000007,8.40970748830549
3158,C000022A,0.5228,0.5881,000+0.5228,000+0.5881,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,35,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,LV 1ST AVE E,0.0652999999999999,0.0652999999999999,159.071720935269
3159,C000022A,0.5881,0.7748,000+0.5881,000+0.7748,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,45,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN 45 MPH SPEED LIMIT,0.1867,0.1867,455.267485451362
3160,C000022A,0.7748,1.7754,000+0.7748,001+0.7809,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,70,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN 70 MPH SPEED LIMIT,1.0006,1.0006,2438.83753743657
3161,C000022A,1.7754,6.5884,001+0.7809,006+0.5866,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,70,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,4.813,4.813,11733.9050375747
3162,C000022A,6.5884,7.5104,006+0.5866,007+0.5348,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,30,2,70,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,0.922,0.922,2248.6033278182
3163,C000022A,7.5104,11.1349,007+0.5348,011+0.1702,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,28,2,70,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,3.6245,3.6245,8838.09945000092
3164,C000022A,11.1349,11.2674,011+0.1702,011+0.3027,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,28,2,55,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN 55 MPH SPEED LIMIT,0.1325,0.1325,323.261399468104
3165,C000022A,11.2674,11.3917,011+0.3027,011+0.4270,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,39,2,55,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,0.1243,0.1243,303.099766119469
3166,C000022A,11.3917,11.5695,011+0.4270,011+0.6047,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,39,2,55,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,JCT S-251 / S-511,AADT CHANGE/JCT S-251 / S-511,0.1778,0.1778,433.519811961276
3167,C000022A,11.5695,11.6084,011+0.6047,011+0.6436,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,28,2,55,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,0.0388999999999999,0.0388999999999999,94.9145736928544
3168,C000022A,11.6084,13.0758,011+0.6436,013+0.1040,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,28,2,70,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,BEGIN 70 MPH SPEED LIMIT,1.4674,1.4674,3573.35878216796
3169,C000022A,13.0758,17.816,013+0.1040,017+0.8548,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,28,2,70,,,,,,,,,,DANIELS,WOLF POINT,GLENDIVE,GLENDIVE,,AADT CHANGE,4.7402,4.7402,11561.1429795104
3170,C000022A,17.816,21.5257,017+0.8548,021+0.5777,P-22A,,MT-5,Primary,4-Minor Arterial,Road,Yes,4209,Yes,Asphalt,28,2,70,,,,,,,,,,SHERIDAN,WOLF POINT,GLENDIVE,GLENDIVE,,LV DANIELS CO/ENT SHERIDAN CO,3.7097,3.7097,9041.72400115382
